HITId,tweet,sentiment,directness,annotator_sentiment,target,group
3934,@user @user @user c'est amusant cette remarque parce que justement les migrants ceux qu'o… @url,offensive,indirect,indifference,other,immigrants
3935,@user @user jve mourir dirait le daron renois qui pleure,abusive_offensive_disrespectful,indirect,sadness_indifference_disgust,origin,african_descent
3936,@user mongol é tu oooi,offensive,direct,shock,other,individual
3937,@user jmen fou au moins mentionne l’egypte ft pas passer pr une mongol betement stp,offensive,direct,sadness_shock_indifference_disgust,origin,individual
3938,@user josiane balaskoune personnaliténon juste une gauchiste qui essaie par tous les moyens de se montrerc… @url,abusive_disrespectful,indirect,confusion_sadness_indifference_disgust,other,individual
3939,@user perso m'a déjà dit que j'étais un sale arabe et un sale blanc... du coup je suis du-per! @url,offensive,indirect,sadness,origin,individual
3940,@user @user le bon tweet bien con et cynique du gauchiste....,offensive_normal,direct,confusion_indifference,other,left_wing_people
3941,@user @user etienne liebig le collabo islamo-gauchiste toujours le même !,offensive,indirect,confusion_fear_shock_indifference_disgust,other,left_wing_people
3942,@user ouais clairement et surtout que ca sera que scientifique,normal,indirect,indifference,other,other
3943,@user il est complètement mongol mais si mignon,offensive,indirect,indifference,disability,individual
3944,@user la « jeune fille moderne » à la fois pour l’avortement le plus libre contre la peine de mort (pour des c… @url,abusive,indirect,sadness_indifference,gender,women
3945,@user mais meme rebeus oran je chiale meuf,normal,indirect,indifference,origin,arabs
3946,@user @user non mais s’en fou en fait tu défend des attardé,offensive,indirect,indifference,other,other
3947,wsh tous les rebeus score ou quoi !! mahrez fekir asensio ben yedder khzari j'vais normal mettre 100 balles s… @url,abusive_disrespectful,indirect,sadness_indifference,origin,arabs
3948,@user mongol?,offensive,direct,indifference,disability,special_needs
3949,@user @user mais tu es attardé mental ou quoi ?! tu crois vraiment que les millions d’homosexuels sur cet… @url,offensive,direct,shock,sexual_orientation,gay
3950,@user @user zohra madame est une islamo gauchiste ils ne rigolent que des blancs asservis et des dh... @url,offensive,indirect,confusion_shock,other,left_wing_people
3951,@user @user mentionne pas alors attardé que t’es,abusive_offensive,indirect,indifference,disability,individual
3952,@user vu qu'aujourdhuit les extremiste ne peuvent plus dire sale arabe ou noir les extremiste disent jai… @url,offensive_hateful_disrespectful_normal,indirect,shock,origin,african_descent
3953,@user ptdrrrr c’est de l’huile de ricin sale attardé,abusive_offensive,indirect,anger_sadness_shock_indifference,other,individual
3954,@user @user sale arabe ???? et toi t'es quoi ?,offensive,direct,shock_indifference,origin,arabs
3955,@user vous utilisez un média (twitter) dont la violence est coutumière. quittez le réseau et vous serez tranq… @url,normal,indirect,indifference,other,other
3956,@user la pourriture gauchiste dans toute sa splendeur!,offensive,direct,indifference,other,left_wing_people
3957,@user plutôt saucisse de lomé que je vais t’enfoncer dans l’œsophage sale renoi,offensive,direct,shock_indifference,origin,african_descent
3958,@user @user nan mais clairement c pcq c un mongol final juste tout lmonde sen bat les couilles jcomp… @url,offensive,indirect,indifference,other,individual
3959,@user t’es fière de toi mongol,offensive,indirect,shock,other,individual
3960,@user @user comment ne pas dire ? purain de saloperie de negro cafard de migrants ét surtout commen… @url,offensive,direct,shock_indifference,origin,african_descent
3961,@user qui est il ? le pure produit d'une idéologie islamo-gauchiste descendant de la grande période de collaborat… @url,offensive,indirect,indifference,other,left_wing_people
3962,@user @user @user @user @user 1. les migrants souhaitent être régularisés,abusive_normal,indirect,indifference,origin,immigrants
3963,@user @user wowowooo je suis pas consentante déjà de un de deux tu veux juste les papiers sale arabe d: et… @url,offensive,direct,sadness,origin,arabs
3964,@user @user @user @user oui ça c'est un supporter pas l'autre attardé à qui je parlais.,offensive,indirect,indifference_disgust,other,individual
3965,@user ????????? mongol,offensive,indirect,indifference,other,special_needs
3966,@user @user @user jpp tu es vraiment attarde tpmp c'est pas sherlock leur c'est juste d... @url,offensive,direct,confusion_indifference,other,other
3967,@user @user @user ntm yanis sale juif,abusive_offensive,direct,shock,religion,jews
3968,@user ils te pensent seulement gauchiste et féministes? les pauvres,normal,indirect,indifference,other,other
3969,voilà pourquoi je ne regarde plus @user depuis septembre ! donner la parole à cette islamo-gauchiste raciste anti bl… @url,offensive,indirect,sadness,other,left_wing_people
3970,@user @user @user ptn je ne vais même pas lire le thread gauchiste je sens que je vais psychoser à mort,normal,indirect,confusion_indifference,other,left_wing_people
3971,@user et le vp est au ce depuis 1930 ; « ns avons commis la guerre » ; mais ne s’attarde pastrop sur le rôl… @url,normal,indirect,indifference,other,other
3972,@user où est ce la contradiction polie que vous percevez comme du harcèlement ?,offensive,indirect,indifference,other,other
3973,@user les renois qui retweeter son tweets vraiment mdr l’ignorance de sa bêtises « negres de maisons »,abusive_offensive,indirect,shock,origin,african_descent
3974,@user mais évite de traiter d’attardé t’as vu. j’étais resté poli tout ça.. la putain d’ta mère arrê… @url,abusive_offensive_disrespectful,direct,indifference,disability,individual
3975,@user @user pas en le mettant remplaçant bande de mongol,offensive,direct,indifference,disability,special_needs
3976,@user @user je ne suis pas gauchiste. plutot droite... mais ca n'a pas de rapport avec ca. ce que je dis... @url,normal,indirect,indifference,other,left_wing_people
3977,@user @user @user @user les fake news d’une caste gauchiste... nous sommes dans la vérité… @url,offensive,indirect,indifference,other,left_wing_people
3978,wesh les rebeus de banlieue z'etes français z'etes coupables de la guerre au #yemen vous savez le vrai génocide ara… @url,offensive,direct,indifference,origin,arabs
3979,@user @user pauvre gauchiste,offensive,direct,indifference,other,left_wing_people
3980,@user @user j'ai plus de respect pour les iraniens que pour les rebeus de france qui mettent de l'huile… @url,abusive_disrespectful_normal,indirect,indifference,origin,arabs
3981,@user n eh esse ex seu mongol,offensive,indirect,anger_confusion_indifference_disgust,origin,special_needs
3982,@user @user @user @user en quoi parler de nombre de migrants devient une statistique ethnique. on… @url,offensive,indirect,indifference_disgust,origin,immigrants
3983,@user @user @user @user non c'est plutot que tu es un gauchiste et que ceux-ci ont touj... @url,abusive_offensive,indirect,shock,other,left_wing_people
3984,@user @user @user s'il l'a fait c'est pour ton bien. le gauchiste sait ce qui est bon pour toi.,hateful,indirect,shock,other,left_wing_people
3985,@user hsksjsh ouais pourquoi pas mais bon les renois ils sont 3ème dans mon classement,normal,direct,indifference,origin,african_descent
3986,@user tu parles sans savoir encore une fois.. dans le virage nord t’as des renois des rebeu et t’as pas… @url,fearful_abusive,indirect,sadness,origin,individual
3987,@user @user way mongol ça s’écrit gang ok,abusive_normal,indirect,anger_fear_indifference_sadness_disgust,disability,special_needs
3988,@user ils ont fuit l’espagne ils se sont réfugiés en algérie mais quand les français sont arrivés ils so… @url,normal,indirect,anger_confusion_sadness_indifference,origin,immigrants
3989,@user ne t'attarde pas là dessus!,normal,indirect,indifference,other,other
3990,@user quitte mon club sale mongol,offensive,direct,anger_indifference,other,individual
3991,@user @user lécheur de babouches... ah ces #whitegaucho un jour les rebeus vont tous les mettre à l'amende...,offensive,indirect,anger_sadness_disgust,origin,arabs
3992,@user va tfaire briser le cœur par des rebeus et vient faire le mec après,abusive_disrespectful,indirect,sadness,origin,arabs
3993,@user quand il n'est plus possible d'établir des liens de confiance avec les institutions la violence n'est p… @url,normal,indirect,indifference,other,other
3994,@user tu clash les renoi mais tu les suces tellement que t'en un en pdc mdrrr sale pute d'hypocrite les blanc… @url,offensive,indirect,indifference_disgust,origin,individual
3995,@user @user fake en plus c'est de très mauvaise qualité personne ne s'exprime comme un attardé… @url,abusive_offensive,indirect,anger_disgust,other,other
3996,@user @user @user oui voima reduire certes mais imposer quils aillent se faire enculer,offensive,indirect,confusion_indifference,other,other
3997,@user sale arabe ça va c beau,offensive,direct,indifference,origin,arabs
3998,@user @user parle mieux ching chong,offensive,direct,shock,origin,asians
3999,@user quand vous prendrez vos sources ailleurs que sur un site complotiste et antisémite et que vous cessere… @url,normal,indirect,confusion_indifference,other,other
4000,@user @user ce n’est plus une barbe c’est une fiche imprimée sur sa tronche d’attardé,offensive,indirect,indifference,other,individual
4001,@user oui comme vous dites. apres je vous rassure je ne suis pas un islamo-gauchiste je ne nie pas l'antisem... @url,disrespectful,indirect,indifference,other,left_wing_people
4002,@user @user je suis actuellement en amerique je suis en high school et depuis le debut de l...an... @url,normal,indirect,indifference,other,other
4003,@user @user en fait la violence fait tellement partie de l’adn de l’extrême gauche depuis les bolchevik… @url,fearful_abusive_offensive_hateful,indirect,indifference,other,left_wing_people
4004,@user ptdrr sale juif,offensive,direct,shock,religion,jews
4005,@user retourne dans ton pays sale arabe (oups),offensive,direct,shock,origin,arabs
4006,@user @user ouais ca fait rire ouais! un peu plus que ton humour d'attarde qui fait rire 17 personnes en france!,abusive_offensive,indirect,indifference,other,special_needs
4007,@user @user alors bon déjà je viens de m'auto spoil comme un attardé.,offensive,indirect,sadness,disability,special_needs
4008,@user pk tu mparles ching chong fils de pute,offensive,direct,indifference,origin,asians
